Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
PI320500439458257665265664,LA320500439431175887392768,"苏州欢跳普拉斯体育服务有限公司生产经营单位特种作业人员未经专门培训取得特种作业操作证上岗作业??苏州欢跳普拉斯体育服务有限公??""USER3205240","USER320500415110307690582016""",白洋湾街??,WS320500439456957514911744,995249,USER320500415805236322504704,,USER320500415807275324674048,10:14.0,48:35.0,,2,320500,10:14.0,10:49.0,320500,i,84baa822-5e90-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,,
PI320505524957088498061312,LA320505522702579730223104,程仕豪智能科技（苏州）有限公司未为从业人员提供符合国家标准的劳动防护用品案,程仕豪智能科技（苏州）有限公司,"USER3205074,USER3205076",浒墅关经济技术开发区安全生产监督管理局,,WS320505524956768455888896,880650,USER320500383257421998460928,,USER3205073,32:04.0,14:01.0,,2,320500,32:04.0,34:03.0,320500,u,ce31d749-a6dc-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500678544513823674368,LA320500675013238106099712,苏州四季硕机电科技有限公司未为从业人员提供符合国家标准或者行业标准的劳动防护用品??苏州四季硕机电科技有限公司,"USER3205219,USER3205218",苏州市相城区阳澄湖镇人民政府,,WS320500678542834554376192,5617093,USER320500324474791815811072,USER320500465517618833395712,USER3205201,13:40.0,11:37.0,,2,320500,13:40.0,55:54.0,320500,u,6e1e4ae7-c4e9-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320506717672764491698176,LA320506688330343844941824,苏州市越丰明金属制品有限公司未在有较大危险因素的生产经营场所和有关设施、设备上设置明显的安全警示标志案,苏州市越丰明金属制品有限公司,"USER320506408992487294636032,USER320506474519991190818816",横泾街道,,WS320506716607193440325632,1575099,USER320506408992005373300736,,USER320506408991872220925952,35:22.0,15:05.0,,2,320500,35:22.0,29:42.0,320500,u,8c9239a7-19c6-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500551760197664641024,LA320500544214069431767040,"可隆化工（苏州）有限公司环境安全Team副经理闻华成违反安全管理规定作业??闻华??""USER3205028MANUAL","USER320500470648739564883968""",高端制造与国际贸易区安全生产监督管理局,,WS320500548951668469796864,3070707,USER3205006MANUAL,USER3205024MANUAL,USER3205019MANUAL,38:03.0,13:43.0,,2,320500,38:03.0,58:31.0,320500,u,1f91c86b-b1dd-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320581578601949411151872,LA320581560380844384980992,常熟市宏都商业设备有限公司未在有较大危险因素的生产经营场所和有关设施、设备上设置明显的安全警示标志案,"常熟市宏都商业设备有限公??""USER320500284028908465033216","USER320500284028591241433088""",尚湖??,WS320581577141312784961536,1448457,USER320500327025027000045568,,USER320500284029783275212800,17:36.0,14:03.0,,2,320500,17:36.0,22:11.0,320500,i,0af5b2f2-ec08-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320581623881563121127424,LA320581607162328730832896,常熟市东晟彩印包装有限公司生产经营单位未如实记录2022年新职工（杨玲芬、王桂富、蔡菊萍）、杜强、李玉菊、张爱华、李朝会安全生产教育和培训情况案,"常熟市东晟彩印包装有限公??""USER320500284028908465033216","USER320500284028591241433088""",尚湖??,WS320581622095433803501568,1752620,USER320500327025027000045568,,USER320500284029783275212800,02:37.0,13:55.0,,2,320500,02:37.0,04:04.0,320500,i,781bd306-4e41-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320505545967818307276800,LA320505541182667069067264,时迈安拓通讯科技（苏州）有限公司未建立事故隐患排查治理制度案,时迈安拓通讯科技（苏州）有限公司,"USER3205074,USER3205076",浒墅关经济技术开发区安全生产监督管理局,,WS320505545966178229555200,897129,USER320500383257421998460928,,USER3205073,01:12.0,14:02.0,,2,320500,01:12.0,02:52.0,320500,u,799b03aa-a54a-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320581505773748289277952,LA320581504938472444792832,常熟市双鹏服饰有限公司企业专项执法检查案,"常熟市双鹏服饰有限公??""USER320505405006808139173888","USER320500283986861498568704""",海虞镇综合行政执法局,,WS320581505654725480288256,1182460,USER320500283988413122613248,,USER320505405006277664575488,04:19.0,11:39.0,,2,320500,04:19.0,00:31.0,320500,u,dfb536ac-56b5-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500677505481442332672,LA320500670585875779817472,苏州固方包装材料有限公司占用疏散通道的案,苏州固方包装材料有限公司,"USER320500411872507583270912,USER320500411871785080852480",苏州市相城区太平街道办事??,WS320500677505136301445120,5579923,USER320500413995048145784832,,USER3205203,24:55.0,11:45.0,,2,320500,24:55.0,26:39.0,320500,i,ef1c2516-c28d-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500438740998382686208,LA320500436473609213448192,昆山尧芳电子科技有限公司使用油性油漆、稀释剂进行喷涂作业，使用丙烷液化气进行加热作业，未依照规定对其安全生产条件定期进行安全评价??昆山尧芳电子科技有限公司,"USER320500427399354546917376,USER320500427399162363908096",张浦镇综合行政执法局,,WS320500438740802726793216,980557,USER320500427398450875731968,,USER320500427399162363908096,40:06.0,48:35.0,,2,320500,40:06.0,50:14.0,320500,i,84baa286-5e90-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500632589819859439616,LA320500627888734104195072,"苏州精力思电气材料有限公司生产经营单位未采取措施消除事故隐患??苏州精力思电气材料有限公??""2d72afcb-3dbb-4f86-9dd2-4fac362bb036","ade2eeee-5a61-4284-84f1-a3fe781ab9f0""",横扇街道综合执法局,,WS320500632589659972571136,4898982,179da098-483e-4196-affb-aa6c109d70d1,,USER320500449518134584414208,46:07.0,13:36.0,,2,320500,46:07.0,53:28.0,320500,i,6f8ad1c4-611d-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320500535131173949542400,LA320500524958213104209920,昆山飞克工具有限公司未对承租单位的安全生产统一协调、管理案,昆山飞克工具有限公司,"USER320500283063149605687296,USER320500283063763387551744",千灯镇综合行政执法局,,WS320500535126032072577024,2855058,USER320500283064011837149184,,USER320500283062886438277120,20:15.0,32:08.0,,2,320500,20:15.0,20:38.0,320500,i,ce316367-a6dc-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500852177986923794432,LA320500843069428986810368,苏州皋桥节能材料有限公司未将危险化学品储存在专用仓库内案,苏州皋桥节能材料有限公司,"USER320500415106826284044288,USER320500635512883022663680",金阊街道,,WS320500844895693549080576,8209317,USER320500655351005692563456,,USER320500655351986631217152,31:06.0,14:25.0,,2,320500,31:06.0,32:52.0,320500,i,1446b297-3d50-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320505700662498344308736,LA320505699985645338103808,苏州中晟精密制造有限公司未对承包单位的安全生产统一协调、管理案,"苏州中晟精密制造有限公??""USER3205061",USER3205066,"USER3205079""",执法大队,,WS320505700661522648535040,1139469,USER320500383257421998460928,,USER3205057,02:38.0,10:34.0,,2,320500,02:38.0,42:44.0,320500,i,afea9b15-f5a1-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??
PI320585730365802162688000,LA320585728905985401294848,太仓申立金属制品有限公司特种作业人员未经专门培训取得特种作业操作证上岗作业、未对有限空间作业提出防范措施案,太仓申立金属制品有限公司,"USER320585371674988698144768,USER3205403",工贸中队,,WS320585730365653516554240,1853463,USER320585479284006546837504,,USER3205403,12:58.0,14:28.0,USER3205403,2,320500,57:00.0,17:55.0,320500,u,55292b22-3547-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320585436553596893401088,LA320585432589219974615040,苏州煜豪工程技术有限公司未与承包单位签订专门的安全生产管理协议或者未在承包合同中约定各自的安全生产管理职责案,"苏州煜豪工程技术有限公??""USER3205398","USER3205399""",危化中队,,WS320585436538045911535616,655975,USER320500282812270730285056,USER320585371674589350072320,USER320500282818977359466496,48:09.0,11:45.0,,2,320500,,,320500,u,255de7ee-157d-11ec-bca6-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,
PI320500528162477255430144,LA320500503582043465060352,姑苏区商誉酒业商行未按照规定定期组织生产安全事故应急救援预案演练案,"姑苏区商誉酒业商??""USER3205216","USER320500470169420249960448""",苏州市相城区黄桥街道办事??,WS320500528162280492240896,2799185,USER320500339695750965366784,,USER320500326016811348791296,49:08.0,13:54.0,,2,320500,49:08.0,42:05.0,320500,u,ce3153a7-a6dc-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320581587305075412570112,LA320581579704000580947968,常熟市张桥卫浜建筑涂料厂安全设备的安装不符合国家标准??常熟市张桥卫浜建筑涂料厂,"USER320581552061599054041088,USER320581552060543741988864",监察大队,,WS320581587219552346050560,1492180,USER3205275,,USER3205277,40:43.0,13:47.0,USER3205277,2,320500,01:29.0,32:25.0,320500,u,0366c778-fee4-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI3205851030150599389220864,LA3205851025052290756644864,"太仓驰瑞金属制造有限公司安全生产管理人员未履行《中华人民共和国安全生产法》规定的安全生产管理职责（未导致发生生产安全事故的）??李成??""USER320585454934598560780288","USER320500282817478575263744""",危化中队,,WS3205851030054812365885440,2490377,USER3205393,,USER320500282817478575263744,10:43.0,15:16.0,,2,320500,10:43.0,15:17.0,320500,u,b21bc99f-bf1e-11f0-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI320581865543463725174784,LA320581848580646455480320,常熟聚和化学有限公司主要负责人邱顺明未履行安全生产管理职责案,"邱顺??""USER320581552068980643205120","USER320581636888047094337536""",常熟市应急管理综合行政执法大??,WS320581865533657014603776,2784862,USER3205273,,USER3205278,40:44.0,13:47.0,,2,320500,40:44.0,49:23.0,320500,u,2fe66785-5a63-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??,,
PI3205001007678499621703680,LA320500990658728640385024,张家港天财建材有限公司未取得危险化学品经营许可证从事危险化学品经营案,"张家港天财建材有限公??""USER3205354",USER3205338,"USER320500972438667568091136""",执法大队,,WS3205001007212543216717824,9212643,USER3205323,,USER320500504700665809866752,54:37.0,12:13.0,,2,320500,54:37.0,48:39.0,320500,u,7407df11-8e66-11f0-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:07 CST 2026,苏州??
