立案-处罚裁量,立案对象id,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,当事人意??","承办人意??,总实际金??",数据导入类型，是否是本系统生成的数据 默认0 ,地区编码,操作类型,uuid,分类分级,加载时间,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,地区编码""",数据导入类型，是否是本系统生成的数据 默认0 _1,Column1,_2
LDIR320500393796103268470784,LA320500393707361702776832,0,,"生产经营单位未按照规定对从业人员、被派遣劳动者、实习学生进行安全生产教育和培训，未按照规定如实告知有关的安全生产事项。该单位上述行为处罚档次：一档：未按照规定进行安全生产教育和培训，或者未按照规定如实告知有关的安全生产事项，涉及人数??人以下的。裁量幅度：一档：责令限期改正，对生产经营单位可以??.5万元以下的罚款；逾期未改正的，责令停产停业整顿，对生产经营单位处5万元以上6.5万元以下的罚款，对其直接负责的主管人员和其他直接责任人员??万元以上1.3万元以下的罚款。该单位对违法行为认识到位，立即采取纠正措施，减轻系??.5??生产经营单位未建立事故隐患排查治理制度。该单位上述行为的处罚档次：一档：矿山、金属冶炼、建筑施工、道路运输单位和危险物品的生产、经营、储存单位以外的其他生产经营单位，未制定事故隐患治理制度的。裁量幅度：一档：责令限期改正，可以处3万元以下的罚款；逾期未改正的，责令停产停业整顿，??0万元以上13万元以下的罚款，对其直接负责的主管人员和其他直接责任人员??万元以上2.9万元以下的罚款；以上违法行为构成犯罪的，移交有关部门依照刑法有关规定追究刑事责任。该单位对违法行为认识到位，立即采取纠正措施，减轻系??.5??,22500.0000000000,320500""",320582,i,12cf3193-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500459022211320123392,LA320500457562527354589184,0,,"1??生产经营单位及其主要负责人或者其他人员违章指挥从业人员或者强令从业人员违章、冒险作??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择对违法行为是否认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或被认定为安全生产诚信企业、是否积极组织或支持安全生产公益活动，带入公式计算为10000元，拟对其作出处??0000元罚款的行政处罚??",10000,320500,320582,i,5cfda072-f08e-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582
LDIR320581767372374315110400,LA320581766233816233676800,0,,"1、“徐晓经营的常熟市海虞镇博绒纺织厂未为装卸货工人提供劳动防护用品（安全绳）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第一十三条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正、积极组织或支持安全生产公益活动，代入公式计算为6000元（陆仟元），拟对其作出??000元（陆仟元）罚款的行政处罚??,6000.0000000000,320500""",320581,i,39526793-856c-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320585731891687877513216,LA320585730714606292439040,1,,"1、“生产经营单位的其他负责人和安全生产管理人员未履行《中华人民共和国安全生产法》规定的安全生产管理职责（未导致发生生产安全事故的）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??3000元（壹万叁仟元），拟对其作出处罚13000元（壹万叁仟元）罚款的行政处罚??,13000.0000000000,320500""",320585,i,092444ce-386a-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,,
LDIR320500611841730651623424,LA320500601416485931323392,0,,"1、“未取得相应资格、资质证书的机构及其有关人员从事安全评价、认证、检测、检验工作（苏州嘉士顿企业咨询有限公司未取得安全评价资质证书，与江苏宏冠达智能科技有限公司签订技术服务合同，为该公司办理开展安全三同时手续）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第二章第七十二条应裁量为三档，带入公式计算??3400元（柒万叁仟肆佰元），拟对其作出没收违法所??3400元（肆万叁仟肆佰元），并处罚30000元（叁万元）罚款的行政处罚??,73400.0000000000,320500""",320583,i,0e432678-3451-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
LDIR320500716237397402062848,LA320500713402501365239808,0,,"1、“检查到企业2023????6日火灾事故应急演练方案记录：1、演练记录中所记录的演习时间、培训时间均有进行涂改；2、演练现场照片与日期明显不符。生产经营单位及其主要负责人潘胜伟故意提供虚假情况”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第四十三条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??5000元（壹万伍仟元），拟对其作出处罚15000元（壹万伍仟元）罚款的行政处罚??,15000.0000000000,320500""",320583,i,ed6f11d3-169f-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
LDIR320500609745198133547008,LA320500604684657639821312,1,,"1、“生产经营单位的其他负责人和安全生产管理人员未履行《中华人民共和国安全生产法》规定的安全生产管理职责（未导致发生生产安全事故的）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三条应裁量为一档，带入公式计算??6000元（壹万陆仟元），拟对其作出处罚16000元（壹万陆仟元）罚款的行政处罚??,16000.0000000000,320500""",320582,i,3842a8f7-351a-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500809428254447374336,LA320500804654999404548096,0,,昆山均裕昌精密电子有限公司未按照规定制定生产安全事故应急救援预案，依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第四章第九十条应裁量为一??“责令限期改正，对生产经营单位处5万元以下的罚款；逾期未改正的，责令停产停业整顿，并对生产经营单位??0万元以上15万元以下的罚款，对其直接负责的主管人员和其他直接责任人员??万元以上3.5万元以下的罚款”，鉴于该公司对违法行为认识到位并立即采取措施纠正，且通过安全生产标准化考评取得证书，但未积极组织或支持安全生产公益活动，代入公式计算为20000元（贰万元），建议给予昆山均裕昌精密电子有限公司人民??0000元（贰万元整）的行政处罚（S1=5-5*3/5=2万元）??20000.0000000000,320500,320583,i,61700be8-e093-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,
LDIR320500757175506046029824,LA320500748562759309856768,0,,"1、“未对承租单位进行定期安全检查”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十六条应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险、是否积极组织或支持安全生产公益活动，代入公式计算为18500元（壹万捌仟伍佰元），拟对其作出??8500元（壹万捌仟伍佰元）罚款的行政处罚??,18500.0000000000,320500""",320582,i,99880ffa-6f6b-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500454302334541893632,LA320500450325499151912960,0,,"《江苏省安全生产行政处罚自由裁量适用细则》一档：使用应当淘汰的危及生产安全的工艺、设备，????套、种) ??责令限期改正，可以处1.5万元以下的罚??,7500.0000000000,320500""",320509,i,09c17952-ea45-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320500909010054106058752,LA320500908279528323813376,0,,"1、“生产经营单位未采取措施消除重大事故隐患”依据《江苏省安全生产行政处罚裁量权基准??第二部分第一章第二十二条应裁量为二档，纠违态度措施选择主要负责人‘逢查必考’中考试分数达到90分，代入公式计算??0000元（叁万元），拟对其作出??0000元（叁万元）罚款的行政处罚??,30000.0000000000,320500""",320509,i,1042c3aa-b8ad-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320581886519561799602176,LA320581878301220958113792,0,,"1、“生产经营单位未与承包单位、承租单位签订专门的安全生产管理协议或者未在承包合同、租赁合同中明确各自的安全生产管理职责，或者未对承包单位、承租单位的安全生产统一协调、管理”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十六条应裁量为一档，纠违态度措施选择立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险、积极组织或支持安全生产公益活动、主要负责人考试达到90分，代入公式计算??000元（伍仟元），拟对其作出??000元（伍仟元）罚款的行政处罚??,5000.0000000000,320500""",320581,i,cec9f12c-87f4-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500446624745434124288,LA320500444790467138162688,0,,,25000,320500,320582,i,b89e12d3-df44-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582
LDIR320500640211091997069312,LA320500640186950359191552,1,,"1、“未与承包单位签订专门的安全生产管理协议，且未在承包合同中明确各自的安全生产管理职责”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十二条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??800元（壹仟捌佰元），拟对其作出处罚1800元（壹仟捌佰元）罚款的行政处罚??,1800.0000000000,320500""",320571,i,f341cbbd-719b-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320571,,
LDIR320500584049253303717888,LA320500583955132530561024,0,,昆山宏星辰电子科技有限公司未按照规定对被派遣劳动者进行安全生产教育和培训，或者未按照规定如实告知有关的安全生产事项，参照《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零三条，该公司未对3名被派遣劳动者进行安全生产教育和培训，处罚档次为二档“未按照规定进行安全生产教育和培训，或者未按照规定如实告知有关的安全生产事项，涉及人数??人以??0人以下的”，鉴于该公司对违法行为认识到位且通过安全标准化考评，建议给予昆山宏星辰电子科技有限公司作出处人民币50000（伍万元整）罚款的行政处罚（S2=7-??-3??2/4=5万元）??50000.0000000000,320500,320583,i,9197dd3a-f7cf-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,
LDIR320585964574737579642880,LA320585962756374184333312,0,,太仓中淳科技有限公司将厂房出租给苏州德力进智能科技有限公司、太仓市龙华塑胶有限公司、太仓华景润新材料有限公司、苏州盛万达塑胶包装材料有限公司、太仓华风环保科技有限公司、苏州奈虎自动化科技有限公司、太仓辉宇包装制品有限公司、牧星生物材料（太仓）有限公司、泰行包装科技（太仓）有限公司、苏州极石生产能源科技有限公司、上海香臻液压系统有限公司、苏州盛蚀昌精密科技有限公司、桀骜无尽（苏州）贸易有限公司、苏州德奇汽车系统配件有限公司、宝元辉新材料（苏州）有限公司、太仓隽羿自动化控制系统有限公司??6家企业，该单位已与承租单位均签订了专门的安全生产管理协议，但未向承租方书面告知出租场所以及相关设备的基本情况，未如实记录对承租方宝元辉新材料（苏州）有限公司、桀骜无尽（苏州）贸易有限公司的安全生产检查情况，参照《江苏省安全生产行政处罚裁量权基准》，处罚档次为二档：未履行《江苏省安全生产条例》第三十条第一款第二项、第三项、第四项任意一项职责的，对照裁量因子未完成整改、主要负责人在逢查必考中达到90分、未通过安全生产标准化考评、法律规定应当投保安全生产责任保险以外的其他企业未投保安全生产责任保险、未组织或支持安全生产公益活动，无从重处罚情形，建议给予太仓中淳科技有限公司人民币叁万贰仟元罚款的行政处罚??32000.0000000000,320500,320585,i,f3807f3b-3caf-11f0-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,
